,ACC,ACC0,Acc1,ACC2,ECG,EMG,EDA,resp,temp,label
1066,"[0.9357999563217163, -0.0018000006675720215, -0.08980000019073486]",0.9357999563217163,-0.0018000006675720215,-0.08980000019073486,[-0.3906097412109375],[0.0050811767578125],[4.449462890625],[7.70416259765625],[34.240478515625],2
1067,"[0.909600019454956, -0.018999993801116943, -0.17339998483657837]",0.909600019454956,-0.018999993801116943,-0.17339998483657837,[0.0357513427734375],[0.0080108642578125],[4.864501953125],[2.923583984375],[34.033111572265625],2
1068,"[0.9113999605178833, 0.014600038528442383, -0.0493999719619751]",0.9113999605178833,0.014600038528442383,-0.0493999719619751,[0.0725555419921875],[0.0098419189453125],[0.9677886962890625],[4.11529541015625],[33.9342041015625],1
1069,"[0.9229999780654907, -0.03420001268386841, -0.10360002517700195]",0.9229999780654907,-0.03420001268386841,-0.10360002517700195,[-0.1183319091796875],[-0.0030670166015625],[4.46319580078125],[1.29241943359375],[34.228271484375],2
1070,"[0.8946000337600708, 0.034600019454956055, -0.18580001592636108]",0.8946000337600708,0.034600019454956055,-0.18580001592636108,[-0.0272369384765625],[-0.0026092529296875],[0.9490966796875],[-3.61175537109375],[33.589813232421875],1
1071,"[0.9085999727249146, 0.032199978828430176, -0.056800007820129395]",0.9085999727249146,0.032199978828430176,-0.056800007820129395,[-0.0060882568359375],[-0.0129547119140625],[0.9731292724609375],[-3.27301025390625],[33.897735595703125],1
1072,"[0.8969999551773071, 0.06540000438690186, 0.04419994354248047]",0.8969999551773071,0.06540000438690186,0.04419994354248047,[-0.1064300537109375],[0.0021514892578125],[0.97198486328125],[-0.7843017578125],[33.9266357421875],1
1073,"[0.8802000284194946, 0.026399970054626465, -0.17619997262954712]",0.8802000284194946,0.026399970054626465,-0.17619997262954712,[0.1299591064453125],[0.00750732421875],[3.054046630859375],[-1.90887451171875],[34.115386962890625],2
1074,"[0.9351999759674072, -0.017799973487854004, -0.1510000228881836]",0.9351999759674072,-0.017799973487854004,-0.1510000228881836,[-0.1450653076171875],[0.00421142578125],[4.8542022705078125],[8.53424072265625],[34.112335205078125],2
1075,"[0.914199948310852, -0.06859999895095825, -0.007200002670288086]",0.914199948310852,-0.06859999895095825,-0.007200002670288086,[0.0772247314453125],[0.0062713623046875],[1.0223388671875],[7.07855224609375],[34.011810302734375],1
1076,"[0.875, -0.019999980926513672, -0.1313999891281128]",0.875,-0.019999980926513672,-0.1313999891281128,[-0.0360260009765625],[-0.0009613037109375],[3.519439697265625],[1.92413330078125],[34.3321533203125],2
1077,"[0.8910000324249268, 0.021399974822998047, -0.20420002937316895]",0.8910000324249268,0.021399974822998047,-0.20420002937316895,[1.4900665283203125],[-0.0070953369140625],[0.9899139404296875],[-1.89666748046875],[33.771697998046875],1
1078,"[0.9342000484466553, 0.013200044631958008, -0.014999985694885254]",0.9342000484466553,0.013200044631958008,-0.014999985694885254,[-0.3983917236328125],[-0.0122222900390625],[4.0378570556640625],[-3.338623046875],[34.33062744140625],2
1079,"[0.9176000356674194, -0.013599991798400879, -0.1502000093460083]",0.9176000356674194,-0.013599991798400879,-0.1502000093460083,[0.1127471923828125],[-0.0052642822265625],[4.0920257568359375],[-2.703857421875],[34.3321533203125],2
1080,"[0.9118000268936157, -0.03259998559951782, -0.10339999198913574]",0.9118000268936157,-0.03259998559951782,-0.10339999198913574,[-0.1558685302734375],[-0.0048065185546875],[0.9532928466796875],[-1.95465087890625],[33.673126220703125],1
1081,"[0.9010000228881836, -0.019599974155426025, -0.1621999740600586]",0.9010000228881836,-0.019599974155426025,-0.1621999740600586,[-0.1601715087890625],[0.0002288818359375],[4.6817779541015625],[0.37384033203125],[34.13824462890625],2
1082,"[0.8877999782562256, 0.000599980354309082, -0.17040002346038818]",0.8877999782562256,0.000599980354309082,-0.17040002346038818,[1.4991302490234375],[-0.0092926025390625],[4.7092437744140625],[1.02081298828125],[34.123016357421875],2
1083,"[0.9013999700546265, -0.053600013256073, -0.1905999779701233]",0.9013999700546265,-0.053600013256073,-0.1905999779701233,[0.09210205078125],[0.0027923583984375],[0.965118408203125],[-0.52642822265625],[33.45068359375],1
1084,"[0.9157999753952026, -0.018000006675720215, -0.09380000829696655]",0.9157999753952026,-0.018000006675720215,-0.09380000829696655,[-0.4119415283203125],[0.0022430419921875],[4.8374176025390625],[5.38787841796875],[34.083404541015625],2
1085,"[0.9084000587463379, 0.020599961280822754, -0.11820000410079956]",0.9084000587463379,0.020599961280822754,-0.11820000410079956,[-0.3235931396484375],[0.0018768310546875],[0.9769439697265625],[-2.17437744140625],[33.815673828125],1
1086,"[0.9298000335693359, -0.011399984359741211, -0.10399997234344482]",0.9298000335693359,-0.011399984359741211,-0.10399997234344482,[-0.3938140869140625],[0.00457763671875],[4.0233612060546875],[-6.03790283203125],[34.28326416015625],2
1087,"[0.9112000465393066, 0.0634000301361084, 0.0615999698638916]",0.9112000465393066,0.0634000301361084,0.0615999698638916,[-0.1335296630859375],[0.0098419189453125],[0.970458984375],[-5.499267578125],[33.88861083984375],1
1088,"[0.8938000202178955, 0.02460002899169922, -0.13779997825622559]",0.8938000202178955,0.02460002899169922,-0.13779997825622559,[-0.07012939453125],[-0.0015106201171875],[0.9738922119140625],[3.02581787109375],[33.81719970703125],1
1089,"[0.9112000465393066, -0.00019997358322143555, -0.11540001630783081]",0.9112000465393066,-0.00019997358322143555,-0.11540001630783081,[0.1042327880859375],[0.0049896240234375],[4.459381103515625],[1.59759521484375],[34.216064453125],2
1090,"[0.9121999740600586, 0.01680004596710205, -0.15200001001358032]",0.9121999740600586,0.01680004596710205,-0.15200001001358032,[-0.2238922119140625],[0.012908935546875],[0.96588134765625],[0.10833740234375],[33.829376220703125],1
1091,"[0.9165999889373779, 0.021600008010864258, -0.10280001163482666]",0.9165999889373779,0.021600008010864258,-0.10280001163482666,[-0.3496856689453125],[-0.0088348388671875],[2.582550048828125],[-1.898193359375],[34.00567626953125],2
1092,"[0.9099999666213989, 0.034600019454956055, -0.08179998397827148]",0.9099999666213989,0.034600019454956055,-0.08179998397827148,[0.008148193359375],[-0.0081939697265625],[0.96588134765625],[-1.42364501953125],[33.82781982421875],1
1093,"[0.8999999761581421, -0.010999977588653564, -0.19599997997283936]",0.8999999761581421,-0.010999977588653564,-0.19599997997283936,[0.0988311767578125],[-0.02728271484375],[4.743194580078125],[1.37176513671875],[34.09405517578125],2
1094,"[0.920199990272522, -0.017799973487854004, -0.12980002164840698]",0.920199990272522,-0.017799973487854004,-0.12980002164840698,[0.163604736328125],[-0.0087432861328125],[4.345703125],[0.21514892578125],[34.287841796875],2
1095,"[0.9071999788284302, 0.008599996566772461, -0.1420000195503235]",0.9071999788284302,0.008599996566772461,-0.1420000195503235,[0.0043487548828125],[0.027740478515625],[0.9586334228515625],[2.77862548828125],[33.8870849609375],1
1096,"[0.9063999652862549, 0.03100001811981201, -0.10339999198913574]",0.9063999652862549,0.03100001811981201,-0.10339999198913574,[-0.0008697509765625],[-0.0186309814453125],[0.97808837890625],[4.83245849609375],[33.8597412109375],1
1097,"[0.8913999795913696, 0.004999995231628418, -0.20959997177124023]",0.8913999795913696,0.004999995231628418,-0.20959997177124023,[-0.0115814208984375],[0.004486083984375],[0.9624481201171875],[4.11224365234375],[33.85211181640625],1
1098,"[0.9085999727249146, 0.008999943733215332, -0.1462000012397766]",0.9085999727249146,0.008999943733215332,-0.1462000012397766,[1.42291259765625],[0.0105743408203125],[0.9891510009765625],[-0.36163330078125],[33.808135986328125],1
1099,"[0.8946000337600708, 0.001000046730041504, -0.1273999810218811]",0.8946000337600708,0.001000046730041504,-0.1273999810218811,[0.1071624755859375],[0.00018310546875],[4.6138763427734375],[0.12664794921875],[34.196197509765625],2
1100,"[0.9101999998092651, -0.048799991607666016, -0.0989999771118164]",0.9101999998092651,-0.048799991607666016,-0.0989999771118164,[0.4014129638671875],[0.00677490234375],[0.9754180908203125],[1.0894775390625],[33.905303955078125],1
1101,"[0.9134000539779663, -0.02340000867843628, -0.15119999647140503]",0.9134000539779663,-0.02340000867843628,-0.15119999647140503,[-0.2747955322265625],[-0.0289764404296875],[4.30755615234375],[3.55682373046875],[34.304656982421875],2
1102,"[0.8930000066757202, -0.014599978923797607, -0.15539997816085815]",0.8930000066757202,-0.014599978923797607,-0.15539997816085815,[0.6932830810546875],[0.013916015625],[5.09796142578125],[2.78472900390625],[34.12603759765625],2
1103,"[0.8753999471664429, 0.029800057411193848, -0.19859999418258667]",0.8753999471664429,0.029800057411193848,-0.19859999418258667,[0.1304168701171875],[0.010345458984375],[3.2428741455078125],[3.63311767578125],[34.2786865234375],2
1104,"[0.8921999931335449, -0.016799986362457275, -0.20020002126693726]",0.8921999931335449,-0.016799986362457275,-0.20020002126693726,[-0.45977783203125],[-0.0042572021484375],[4.5948028564453125],[-4.61578369140625],[34.1611328125],2
1105,"[0.9182000160217285, -0.06840002536773682, -0.013400018215179443]",0.9182000160217285,-0.06840002536773682,-0.013400018215179443,[-0.0120391845703125],[0.0019683837890625],[1.0227203369140625],[2.03399658203125],[34.01788330078125],1
1106,"[0.9065999984741211, 0.03139996528625488, -0.10740000009536743]",0.9065999984741211,0.03139996528625488,-0.10740000009536743,[0.2054901123046875],[-0.0305328369140625],[0.9765625],[4.0252685546875],[33.8262939453125],1
1107,"[0.914199948310852, 0.026600003242492676, -0.07380002737045288]",0.914199948310852,0.026600003242492676,-0.07380002737045288,[-0.0536041259765625],[-0.00347900390625],[0.9777069091796875],[-2.8717041015625],[33.83087158203125],1
1108,"[0.9048000574111938, 0.020599961280822754, -0.11739999055862427]",0.9048000574111938,0.020599961280822754,-0.11739999055862427,[-0.0839996337890625],[-0.01556396484375],[0.9670257568359375],[-2.26287841796875],[33.89923095703125],1
1109,"[0.8902000188827515, 0.026399970054626465, -0.10259997844696045]",0.8902000188827515,0.026399970054626465,-0.10259997844696045,[-0.0635833740234375],[-0.011444091796875],[0.96435546875],[6.23321533203125],[34.00567626953125],1
1110,"[0.8947999477386475, -0.00700002908706665, -0.2077999711036682]",0.8947999477386475,-0.00700002908706665,-0.2077999711036682,[-0.1907501220703125],[-0.0091094970703125],[4.8915863037109375],[-0.41351318359375],[34.12451171875],2
1111,"[0.9393999576568604, -0.016799986362457275, -0.11900001764297485]",0.9393999576568604,-0.016799986362457275,-0.11900001764297485,[-0.273468017578125],[0.002838134765625],[3.823089599609375],[0.22430419921875],[34.2008056640625],2
1112,"[0.8830000162124634, 0.006199955940246582, -0.17019999027252197]",0.8830000162124634,0.006199955940246582,-0.17019999027252197,[-0.2766265869140625],[-0.0073699951171875],[4.42657470703125],[-3.84521484375],[34.25726318359375],2
1113,"[0.9048000574111938, 0.026600003242492676, -0.11119997501373291]",0.9048000574111938,0.026600003242492676,-0.11119997501373291,[0.1947784423828125],[-0.0302581787109375],[0.97808837890625],[4.39910888671875],[33.85516357421875],1
1114,"[0.9018000364303589, 0.009799957275390625, -0.15380001068115234]",0.9018000364303589,0.009799957275390625,-0.15380001068115234,[-0.0215606689453125],[-0.0045318603515625],[0.9807586669921875],[-2.61383056640625],[33.786865234375],1
1115,"[0.9012000560760498, 0.00020003318786621094, -0.1258000135421753]",0.9012000560760498,0.00020003318786621094,-0.1258000135421753,[0.2154693603515625],[-0.0055389404296875],[4.6977996826171875],[1.67083740234375],[34.104705810546875],2
1116,"[0.9063999652862549, -0.056599974632263184, -0.02219998836517334]",0.9063999652862549,-0.056599974632263184,-0.02219998836517334,[0.0323638916015625],[-0.0049896240234375],[0.9471893310546875],[-0.41961669921875],[33.947906494140625],1
1117,"[0.9018000364303589, -0.09939998388290405, -0.1029999852180481]",0.9018000364303589,-0.09939998388290405,-0.1029999852180481,[-0.12268066406249999],[-0.0036163330078125],[2.7225494384765625],[-3.27606201171875],[34.0452880859375],2
1118,"[0.8991999626159668, 0.008599996566772461, -0.18159997463226318]",0.8991999626159668,0.008599996566772461,-0.18159997463226318,[-0.0521392822265625],[0.0018768310546875],[0.9735107421875],[-1.86920166015625],[33.862762451171875],1
1119,"[0.9118000268936157, -0.003000020980834961, -0.14459997415542603]",0.9118000268936157,-0.003000020980834961,-0.14459997415542603,[0.1725311279296875],[-0.0172576904296875],[3.1635284423828125],[7.012939453125],[34.295501708984375],2
1120,"[0.37059998512268066, -0.056599974632263184, -0.8953999876976013]",0.37059998512268066,-0.056599974632263184,-0.8953999876976013,[-0.0713653564453125],[-0.0167999267578125],[5.2883148193359375],[-1.99127197265625],[33.149139404296875],1
1121,"[0.2849999666213989, -0.09820002317428589, -0.9435999989509583]",0.2849999666213989,-0.09820002317428589,-0.9435999989509583,[-0.0581817626953125],[-0.0275115966796875],[5.52825927734375],[1.30157470703125],[33.629180908203125],1
1122,"[0.37619996070861816, -0.051599979400634766, -0.8903999924659729]",0.37619996070861816,-0.051599979400634766,-0.8903999924659729,[-0.0600128173828125],[-0.0011444091796875],[5.3188323974609375],[-1.97296142578125],[33.00482177734375],1
1123,"[0.639799952507019, 0.045600056648254395, -0.6814000010490417]",0.639799952507019,0.045600056648254395,-0.6814000010490417,[-0.1143035888671875],[0.0047149658203125],[7.3284149169921875],[4.18548583984375],[34.240478515625],2
1124,"[0.6948000192642212, 0.02820003032684326, -0.6053999662399292]",0.6948000192642212,0.02820003032684326,-0.6053999662399292,[0.1050567626953125],[-0.0163421630859375],[7.0491790771484375],[2.911376953125],[34.02703857421875],2
1125,"[0.6826000213623047, 0.016199946403503418, -0.586400032043457]",0.6826000213623047,0.016199946403503418,-0.586400032043457,[-0.2164764404296875],[-0.0037994384765625],[7.05718994140625],[0.01068115234375],[34.069671630859375],2
1126,"[0.7624000310897827, -0.017400026321411133, -0.6338000297546387]",0.7624000310897827,-0.017400026321411133,-0.6338000297546387,[0.2011871337890625],[-0.004669189453125],[7.2467803955078125],[3.44085693359375],[34.3260498046875],2
1127,"[0.6618000268936157, 0.07060003280639648, -0.6690000295639038]",0.6618000268936157,0.07060003280639648,-0.6690000295639038,[0.1694183349609375],[-0.01043701171875],[7.2727203369140625],[-0.97808837890625],[34.374969482421875],2
1128,"[0.35280001163482666, -0.07660001516342163, -0.9038000106811523]",0.35280001163482666,-0.07660001516342163,-0.9038000106811523,[-0.0694427490234375],[0.0080108642578125],[5.37872314453125],[-2.7984619140625],[33.3480224609375],1
1129,"[0.34800004959106445, -0.12099999189376831, -0.9079999923706055]",0.34800004959106445,-0.12099999189376831,-0.9079999923706055,[-0.0481109619140625],[0.0089263916015625],[5.4706573486328125],[-1.031494140625],[33.54443359375],1
1130,"[0.34860002994537354, -0.07499998807907104, -0.9174000024795532]",0.34860002994537354,-0.07499998807907104,-0.9174000024795532,[-0.0882110595703125],[0.0023345947265625],[5.388641357421875],[1.28936767578125],[33.3812255859375],1
1131,"[0.339400053024292, -0.11540001630783081, -0.9129999876022339]",0.339400053024292,-0.11540001630783081,-0.9129999876022339,[-0.1170501708984375],[0.0226593017578125],[5.48095703125],[3.6956787109375],[33.54901123046875],1
1132,"[0.670199990272522, 0.0252000093460083, -0.6541999578475952]",0.670199990272522,0.0252000093460083,-0.6541999578475952,[-0.0659637451171875],[-0.0125885009765625],[7.4329376220703125],[1.19476318359375],[34.353546142578125],2
1133,"[0.386199951171875, -0.07440000772476196, -0.8827999830245972]",0.386199951171875,-0.07440000772476196,-0.8827999830245972,[-0.0164337158203125],[-0.0166168212890625],[5.400848388671875],[-0.84381103515625],[32.824798583984375],1
1134,"[0.7158000469207764, 0.04419994354248047, -0.6110000014305115]",0.7158000469207764,0.04419994354248047,-0.6110000014305115,[-0.3579254150390625],[-0.0113983154296875],[7.4581146240234375],[-4.98504638671875],[34.220611572265625],2
